review_id,review_text,sentiment_hint
413,Audio output is weak and lacks bass. Performance is super smooth with no lag.,Positive
414,Battery drains faster than expected.,Neutral
415,Audio output is weak and lacks bass. Gaming performance is average.,Negative
416,Battery backup is solid and lasts all day. The camera performs exceptionally well in daylight. Multitasking works flawlessly.,Positive
417,Battery heats up during gaming sessions. The display is bright and vibrant. Night mode camera shots look impressive.,Negative
418,The back panel attracts fingerprints easily. Battery drains faster than expected.,Neutral
419,The camera performs exceptionally well in daylight. Battery drains faster than expected.,Negative
420,Display feels dim under sunlight. Performance is super smooth with no lag.,Positive
421,Phone lags when running heavy apps. Battery backup is solid and lasts all day.,Negative
422,The camera performs exceptionally well in daylight. The back panel attracts fingerprints easily. Display feels dim under sunlight.,Negative
423,Audio output is weak and lacks bass.,Positive
424,Phone design is sleek and comfortable to hold.,Positive
425,Phone design is sleek and comfortable to hold.,Positive
426,Camera tends to overexpose images sometimes. Audio output is weak and lacks bass.,Positive
427,Battery backup is solid and lasts all day. Display feels dim under sunlight.,Positive
428,Battery drains faster than expected.,Neutral
429,Build quality feels premium and sturdy. Display feels dim under sunlight. Gaming performance is average.,Positive
430,Battery backup is solid and lasts all day. Gaming performance is average.,Positive
431,Colors on the screen look washed out.,Positive
432,Audio output is weak and lacks bass. Display feels dim under sunlight. Night mode camera shots look impressive.,Neutral
433,"Camera quality is mediocre, especially indoors. Colors on the screen look washed out.",Neutral
434,Audio output is weak and lacks bass. Battery heats up during gaming sessions. Gaming performance is average.,Neutral
435,The back panel attracts fingerprints easily. Colors on the screen look washed out.,Negative
436,Camera tends to overexpose images sometimes.,Negative
437,Phone design is sleek and comfortable to hold.,Neutral
438,Call quality is excellent.,Negative
439,Build quality feels premium and sturdy. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Neutral
440,Sound crackles at high volume. The back panel attracts fingerprints easily.,Positive
441,Call quality is excellent. Phone design is sleek and comfortable to hold. Display feels dim under sunlight.,Neutral
442,Smooth display experience because of high refresh rate. Battery drains faster than expected. Audio output is weak and lacks bass.,Neutral
443,Gaming performance is average. Phone design is sleek and comfortable to hold.,Neutral
444,Feels slightly bulky in hand.,Positive
445,Battery heats up during gaming sessions.,Positive
446,Smooth display experience because of high refresh rate.,Negative
447,The back panel attracts fingerprints easily. Battery drains faster than expected. Speakers are loud and clear.,Neutral
448,The display is bright and vibrant. Performance is super smooth with no lag. Battery backup is solid and lasts all day.,Positive
449,Smooth display experience because of high refresh rate. Battery backup is solid and lasts all day. Phone design is sleek and comfortable to hold.,Negative
450,Smooth display experience because of high refresh rate. Build quality feels premium and sturdy. Sound crackles at high volume.,Neutral
451,Multitasking works flawlessly. Sound crackles at high volume. Camera tends to overexpose images sometimes.,Positive
452,Smooth display experience because of high refresh rate. The back panel attracts fingerprints easily. Sound crackles at high volume.,Negative
453,Audio output is weak and lacks bass. The camera performs exceptionally well in daylight. Phone design is sleek and comfortable to hold.,Neutral
454,Call quality is excellent.,Neutral
455,Speakers are loud and clear.,Positive
456,Sound crackles at high volume. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Positive
457,Battery drains faster than expected.,Positive
458,Audio output is weak and lacks bass. Charging is slow compared to competitors.,Neutral
459,Display feels dim under sunlight.,Neutral
460,Battery drains faster than expected.,Positive
461,Speakers are loud and clear.,Negative
462,Phone design is sleek and comfortable to hold.,Neutral
463,Smooth display experience because of high refresh rate.,Neutral
464,"Camera quality is mediocre, especially indoors.",Positive
465,Phone lags when running heavy apps. Night mode camera shots look impressive. The display is bright and vibrant.,Positive
466,Battery heats up during gaming sessions. Multitasking works flawlessly.,Neutral
467,Battery drains faster than expected. Phone design is sleek and comfortable to hold. The display is bright and vibrant.,Neutral
468,The camera performs exceptionally well in daylight. Phone design is sleek and comfortable to hold. Battery heats up during gaming sessions.,Neutral
469,Performance is super smooth with no lag.,Positive
470,Multitasking works flawlessly.,Positive
471,Charging is slow compared to competitors. Build quality feels premium and sturdy. The display is bright and vibrant.,Neutral
472,Call quality is excellent.,Negative
473,Phone lags when running heavy apps. Smooth display experience because of high refresh rate. Sound crackles at high volume.,Negative
474,"The back panel attracts fingerprints easily. Camera quality is mediocre, especially indoors.",Positive
475,The back panel attracts fingerprints easily.,Positive
476,Battery backup is solid and lasts all day.,Positive
477,Phone lags when running heavy apps.,Negative
478,Camera tends to overexpose images sometimes. Colors on the screen look washed out. Build quality feels premium and sturdy.,Positive
479,Battery heats up during gaming sessions. Smooth display experience because of high refresh rate. Audio output is weak and lacks bass.,Positive
480,Sound crackles at high volume.,Negative
481,The display is bright and vibrant. Build quality feels premium and sturdy.,Neutral
482,"The display is bright and vibrant. Camera quality is mediocre, especially indoors. Multitasking works flawlessly.",Negative
483,"Battery drains faster than expected. Feels slightly bulky in hand. Camera quality is mediocre, especially indoors.",Neutral
484,Battery heats up during gaming sessions.,Negative
485,Display feels dim under sunlight.,Neutral
486,Camera tends to overexpose images sometimes. Colors on the screen look washed out. Battery backup is solid and lasts all day.,Negative
487,Multitasking works flawlessly.,Neutral
488,Sound crackles at high volume. Build quality feels premium and sturdy.,Neutral
489,Battery heats up during gaming sessions. Phone design is sleek and comfortable to hold. Gaming performance is average.,Negative
490,"Camera quality is mediocre, especially indoors. Phone lags when running heavy apps.",Negative
491,Call quality is excellent. Display feels dim under sunlight.,Positive
492,The camera performs exceptionally well in daylight. Sound crackles at high volume. Phone design is sleek and comfortable to hold.,Negative
493,"The display is bright and vibrant. Camera quality is mediocre, especially indoors. Speakers are loud and clear.",Positive
494,Build quality feels premium and sturdy.,Negative
495,Sound crackles at high volume.,Negative
