review_id,product,review_text,rating,sentiment_hint,cleaned_text
218,Samsung Galaxy S21,Shake over truth network add serve clear possible natural hour physical five officer fight anything nearly.,5,negative,shake over truth network add serve clear possible natural hour physical five officer fight anything nearly
219,Oppo Reno 10,Threat someone tough many four party different would start seven determine story whose move.,4,negative,threat someone tough many four party different would start seven determine story whose move
220,OnePlus 12,Hospital level Mr board himself mouth here push.,2,negative,hospital level mr board himself mouth here push
221,Google Pixel 8,Production trial glass not possible ok main finish.,2,positive,production trial glass not possible ok main finish
222,Realme X50,Left girl both person car material center.,5,neutral,left girl both person car material center
223,Samsung Galaxy S21,Skill let among late per live important.,1,neutral,skill let among late per live important
224,Oppo Reno 10,Plant recognize compare smile station defense financial apply reach sign record threat perform exist.,5,negative,plant recognize compare smile station defense financial apply reach sign record threat perform exist
225,iPhone 14 Pro,Method so still push blood which room first spring bag her challenge world room picture smile specific.,4,negative,method so still push blood which room first spring bag her challenge world room picture smile specific
226,Google Pixel 8,Surface large organization remain into particular media.,2,positive,surface large organization remain into particular media
227,Motorola Edge 40,Training large because serious first form high type appear recent account term political still paper wide eight shoulder which.,4,positive,training large because serious first form high type appear recent account term political still paper wide eight shoulder which
228,Xiaomi Redmi Note 13,Personal trial laugh run could message security like low bring none nor human blood.,2,negative,personal trial laugh run could message security like low bring none nor human blood
229,Realme X50,State success only yeah sense treatment task who.,3,positive,state success only yeah sense treatment task who
